ID,CardNum,time,Distance,cal,TotalTime,TotalDist,TotalCal,Device,count,height,weight,age,gender
85081805879087529,15,"2018-09-30 18:06:39",1.2,200.79982764325,0.06637911555555555,7,16415.232764659355,1,7,1.7,60,55,Unisex
85081805879087529,15,"2018-09-30 18:06:34",1.1,200.6123537750627,0.06482683194444444,5.9,9336.432937016105,3,6,1.7,60,55,Unisex
85081805879087529,15,"2018-09-29 18:06:03",2.1,3878.61681855982,0.056082008333333336,4.800000000000001,8116.820583241042,1,5,1.7,60,55,Unisex
85081805879087529,15,"2018-09-29 18:05:27",1,3627.42145797405,0.045918401944444444,2.7,4238.203764681222,5,4,1.7,60,55,Unisex
85081805879087529,15,"2018-09-28 18:05:19",4,0,0.04342741083333333,1.7000000000000002,610.7823067071719,3,3,1.7,60,55,Unisex
85081805879087529,15,"2018-09-27 18:01:17",2.35,231.5081412913987,0.04342741083333333,1.7000000000000002,610.7823067071719,2,3,1.7,60,55,Unisex
85081805879087529,15,"2018-09-27 18:01:01",3.35,99.84609946011442,0.03886639638888889,1.35,379.2741654157732,3,2,1.7,60,55,Unisex
85081805879087529,15,"2018-09-26 18:01:01",3.35,99.84609946011442,0.03886639638888889,1.35,379.2741654157732,3,2,1.7,60,55,Unisex
85081805879087529,15,"2018-09-26 18:01:01",1.35,99.84609946011442,0.03886639638888889,1.35,379.2741654157732,3,2,1.7,60,55,Unisex
85081805879087529,15,"2018-09-25 18:00:26",2,279.4280659556588,0.028928838055555555,1,279.4280659556588,2,1,1.7,60,55,Unisex
85081805879087529,15,"2018-09-24 17:58:42",1.5,0,0,0,0,1,0,1.7,60,55,Unisex
85081805879087529,15,"2018-09-23 15:50:56",3.4,0,0,0,0,2,0,1.7,60,55,Unisex
85081805879087529,15,"2018-09-20 12:41:35",2.3,0,0,0,0,2,0,1.7,60,55,Unisex
85081805879087529,15,"2018-09-19 12:41:35",2.5,0,0,0,0,2,0,1.7,60,55,Unisex
85081805879087529,15,"2018-09-19 12:41:35",2.1,0,0,0,0,2,0,1.7,60,55,Unisex
85081805879087529,15,"2018-09-18 12:41:35",2.9,0,0,0,0,2,0,1.7,60,55,Unisex
85081805879087529,15,"2018-09-18 12:41:35",2.4,0,0,0,0,2,0,1.7,60,55,Unisex
85081805879087529,15,"2018-09-17 12:41:35",2,0,0,0,0,2,0,1.7,60,55,Unisex
85081805879087529,15,"2018-09-16 12:41:35",12.2,0,0,0,0,2,0,1.7,60,55,Unisex
85081805879087529,15,"2018-09-16 12:41:35",2,0,0,0,0,2,0,1.7,60,55,Unisex
85081805879087529,15,"2018-09-16 12:41:35",2,0,0,0,0,2,0,1.7,60,55,Unisex
85081805879087529,15,"2018-09-16 12:41:35",2,0,0,0,0,2,0,1.7,60,55,Unisex
